text,label,question,prompts,note
Ik was nerveus.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Sloom en levenloos.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Niets goeds.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Vreselijk ellendig.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zorgwekkend deprimerend.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Het was een strijd.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Kil en donker.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
In een diep dal.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zat onderaan.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was angstig.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Niets dan pijn.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was in de war.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Werd ziek.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Het was verschrikkelijk.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Had constant hoofdpijn.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Helemaal niet opgewekt.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zo saai.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Totaal niet positief.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Compleet van streek.,negative,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of negative replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was zo trots!,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me echt veel beter.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was gelukkig.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was zo ontzettend blij.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Heerlijk om te rusten.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Verlossing ervaarde ik.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Heeft me rust gebracht.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik voelde plezier.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me trots.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Het was fantastisch.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ervaring was heerlijk.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was verrukt.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me bevrijd.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Heel opgetogen over hoe het ging.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Best wel trots.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me verlicht.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was tevreden.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zalig gevoel.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was erg enthousiast.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik voelde vreugde.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Echt voldaan.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Echt een opluchting. ,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was best wel trots.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik voelde voldoening.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Alle stress was weg.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was euforisch!,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was dolblij.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Had een trotsgevoel.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Vrijheid gevoeld!,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Heel fier op mezelf.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Erg tevreden over mezelf.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Verlichtend was het.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me ook best verfrist.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was megablij.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me opgelucht.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was super trots.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik barstte van de vreugde.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Eindelijk rustig.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Geweldig gevoel.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Helemaal voldaan.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Het was verkwikkend.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Bracht veel vreugde.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde voldoening.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Heel opgelucht.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me herboren.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Eindelijk bevrijd.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Positieve energie.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me trots.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Tranen van geluk.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was echt fantastisch.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Een opgetogen gevoel.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Er viel een last van mijn schouders.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was echt opgewonden.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Vol geluk was ik.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Genoot van de rust.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was echt trots.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Super tevreden.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Eerste keer dat ik echt blij was.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Nooit beter gevoeld!,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Blij voor het succes.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Super opgetogen.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was blij met mezelf.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik voelde mezelf krachtig.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me verjongd.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Had een geweldig gevoel.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was superblij.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me energiek.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was voldaan.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me fantastisch.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was enorm enthousiast.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Helemaal uitgerust!,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik voelde grote vreugde.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Was echt opgetogen.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Zo blij als een kind!,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was tevreden.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Alles leek positiever.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Voelde me op en top!,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Best wel een kick.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ik was zo blij.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
Ongelooflijk opgetogen.,positive,"“Vertel me over een positief gevoel dat je ervoer de vorige keer dat je stopte.""","I am creating a dataset for sentiment analysis in Dutch. Give me 100 examples of positive replies to the following question. The answers should sound natural in informal Dutch chat. The examples should be very brief and in simple words, a few words at most.",Generated by GPT-4
